Unnamed: 0,Company Name,Location,Datum,Detail,Status Rocket," Rocket",Status Mission
170,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Fri Jan 11, 2019",Falcon 9 Block 5 | Iridium-8,StatusActive,"50.0 ",Success
171,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Jan 10, 2019",Long March 3B/E | Zhongxing-2D (Chinasat-2D),StatusActive,"29.15 ",Success
172,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Dec 29, 2018",Long March 2D/YZ-3 | Hongyan-1,StatusActive,,Success
173,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia","Thu Dec 27, 2018",Soyuz 2.1a/Fregat | Kanopus-V No. 5-6 & Rideshares,StatusActive,"48.5 ",Success
174,CASC,"LC-3, Xichang Satellite Launch Center, China","Mon Dec 24, 2018",Long March 3C/E | TJS-3,StatusActive,,Success
175,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Sun Dec 23, 2018",Falcon 9 Block 5 | GPS III SV01,StatusActive,"50.0 ",Success
176,CASC,"Site 95, Jiuquan Satellite Launch Center, China","Fri Dec 21, 2018",Long March 11 | Hongyun-1,StatusActive,"5.3 ",Success
177,VKS RF,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Fri Dec 21, 2018",Proton-M/Briz-M | Blagovest No.13L,StatusActive,"65.0 ",Success
178,Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Wed Dec 19, 2018",Soyuz ST-A/Fregat-M | CSO 1,StatusActive,,Success
179,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Wed Dec 19, 2018",GSLV Mk II | GSAT-7A,StatusActive,"47.0 ",Success
180,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Sun Dec 16, 2018",Electron/Curie | This one's for Pickering,StatusActive,"7.5 ",Success
181,CASC,"LC-2, Xichang Satellite Launch Center, China","Fri Dec 07, 2018",Long March 3B/E | Chang'e-4,StatusActive,"29.15 ",Success
182,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Fri Dec 07, 2018","Long March 2D | SaudiSAT 5A, & 5B and Others",StatusActive,"29.75 ",Success
183,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Dec 05, 2018",Falcon 9 Block 5 | CRS-16,StatusActive,"50.0 ",Success
184,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Dec 04, 2018",Ariane 5 ECA | GSAT-11 & GEO-KOMPSAT 2A,StatusActive,"200.0 ",Success
185,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Mon Dec 03, 2018",Falcon 9 Block 5 | Spaceflight SSO-A,StatusActive,"50.0 ",Success
186,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Mon Dec 03, 2018",Soyuz FG | Soyuz MS-11 (57S),StatusRetired,,Success
187,VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Nov 30, 2018",Rokot/Briz KM | Cosmos 2530 to 2532,StatusRetired,"41.8 ",Success
188,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Thu Nov 29, 2018",PSLV-CA | HySIS,StatusActive,"21.0 ",Success
189,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Wed Nov 21, 2018",Vega | Mohammed VI-B,StatusActive,"37.0 ",Success
190,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Nov 19, 2018","Long March 2D | Shiyan-6, Jiading-1 (OKW-01), & Others",StatusActive,"29.75 ",Success
191,CASC,"LC-3, Xichang Satellite Launch Center, China","Sun Nov 18, 2018",Long March 3B/YZ-1 | BeiDou-3 M17 & M18,StatusActive,,Success
192,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Sat Nov 17, 2018",Antares 230 | CRS NG-10,StatusRetired,"85.0 ",Success
193,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Fri Nov 16, 2018",Soyuz FG | Progress MS-10 (71P),StatusRetired,,Success
194,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Thu Nov 15, 2018",Falcon 9 Block 5 | Es'hail 2,StatusActive,"50.0 ",Success
195,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Wed Nov 14, 2018",GSLV Mk III | GSAT 29,StatusActive,"62.0 ",Success
196,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Sun Nov 11, 2018",Electron/Curie | It's Business Time,StatusActive,"7.5 ",Success
197,Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Wed Nov 07, 2018",Soyuz ST-B/Fregat-M | MetOp C,StatusActive,,Success
198,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Nov 03, 2018",Soyuz 2.1b/Fregat | GLONASS-M No.54S,StatusActive,"48.5 ",Success
199,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Nov 01, 2018",Long March 3B/E | Beidou-3 G1,StatusActive,"29.15 ",Success
200,MHI,"LA-Y1, Tanegashima Space Center, Japan","Mon Oct 29, 2018","H-IIA 202 | Ibuki 2, KhalifaSat & Others",StatusActive,"90.0 ",Success
201,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Oct 29, 2018","Long March 2C | CFOSAT, Zhaojin-1, Hongyan-1, & Others",StatusActive,"30.8 ",Success
202,Landspace,"Site 95, Jiuquan Satellite Launch Center, China","Sat Oct 27, 2018",ZhuQue-1 | CCTV Future-1,StatusRetired,,Failure
203,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Oct 25, 2018",Soyuz 2.1b | Lotus-S No.4,StatusActive,"35.0 ",Success
204,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Wed Oct 24, 2018",Long March 4B | Haiyang-2B,StatusActive,"64.68 ",Success
205,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Sat Oct 20, 2018",Ariane 5 ECA | BepiColombo,StatusActive,"200.0 ",Success
206,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Wed Oct 17, 2018",Atlas V 551 | AEHF-4,StatusActive,"153.0 ",Success
207,CASC,"LC-3, Xichang Satellite Launch Center, China","Mon Oct 15, 2018",Long March 3B/YZ-1 | BeiDou-3 M15 & M16,StatusActive,,Success
208,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Thu Oct 11, 2018",Soyuz FG | Soyuz MS-10 (56S),StatusRetired,,Failure
209,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Tue Oct 09, 2018",Long March 2C | Yaogan-32 Group 01,StatusActive,"30.8 ",Success
210,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Mon Oct 08, 2018",Falcon 9 Block 5 | SAOCOM 1A,StatusActive,"50.0 ",Success
211,ExPace,"Site 95, Jiuquan Satellite Launch Center, China","Sat Sep 29, 2018",Kuaizhou 1A | CentiSpace-1 S1,StatusActive,,Success
212,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Sep 25, 2018",Ariane 5 ECA | Horizons-3e & Azerspace 2/Intelsat 38,StatusActive,"200.0 ",Success
213,MHI,"LA-Y2, Tanegashima Space Center, Japan","Sat Sep 22, 2018",H-IIB | HTV-7,StatusRetired,"112.5 ",Success
214,CASC,"LC-2, Xichang Satellite Launch Center, China","Wed Sep 19, 2018",Long March 3B/YZ-1 | BeiDou-3 M13 & M14,StatusActive,,Success
215,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Sun Sep 16, 2018",PSLV-CA | SSTL-1 & NovaSAR-S,StatusActive,"21.0 ",Success
216,ULA,"SLC-2W, Vandenberg AFB, California, USA","Sat Sep 15, 2018",Delta II 7420-10C | ICESat-2,StatusRetired,,Success
217,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Sep 10, 2018",Falcon 9 Block 5 | Telstar 18V / APStar 5C,StatusActive,"50.0 ",Success
218,CASC,"Taiyuan Satellite Launch Center, China","Fri Sep 07, 2018",Long March 2C | Haiyang 1C (HY-1C),StatusActive,"30.8 ",Success
219,Exos,"Vertical Launch Area, Spaceport America, New Mexico","Sat Aug 25, 2018",SARGE | Launch 1,StatusActive,,Partial Failure
220,CASC,"LC-3, Xichang Satellite Launch Center, China","Fri Aug 24, 2018",Long March 3B/YZ-1 | BeiDou-3 M11 & M12,StatusActive,,Success
221,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Wed Aug 22, 2018",Vega | ADM-Aeolus,StatusActive,"37.0 ",Success
222,ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA","Sun Aug 12, 2018",Delta IV Heavy | Parker Solar Probe,StatusActive,"350.0 ",Success
223,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Tue Aug 07, 2018",Falcon 9 Block 5 | Merah Putih (Telkom-4),StatusActive,"50.0 ",Success
224,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue Jul 31, 2018",Long March 4B | Gaofen 11,StatusActive,"64.68 ",Success
225,CASC,"LC-3, Xichang Satellite Launch Center, China","Sun Jul 29, 2018",Long March 3B/YZ-1 | BeiDou-3 M5 & M6,StatusActive,,Success
226,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Wed Jul 25, 2018",Falcon 9 Block 5 | Iridium-7,StatusActive,"50.0 ",Success
227,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Wed Jul 25, 2018",Ariane 5 ES | Galileo FOC FM19-FM22,StatusRetired,,Success
228,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Sun Jul 22, 2018",Falcon 9 Block 5 | Telstar 19V,StatusActive,"50.0 ",Success
229,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA","Wed Jul 18, 2018",New Shepard | NS-9 (Inflight Escape Test),StatusActive,,Success
230,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Mon Jul 09, 2018",Soyuz 2.1a | Progress MS-09 (70P),StatusActive,"48.5 ",Success
231,CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Jul 09, 2018",Long March 3A | BeiDou-2 I7,StatusActive,"69.7 ",Success
232,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Jul 09, 2018",Long March 2C | PRSS-1 & PakTES-1A,StatusActive,"30.8 ",Success
233,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Jun 29, 2018",Falcon 9 Block 4 | CRS-15,StatusRetired,"62.0 ",Success
234,CASC,"LC-3, Xichang Satellite Launch Center, China","Wed Jun 27, 2018",Long March 2C | XJSS A & B,StatusActive,"30.8 ",Success
235,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Jun 16, 2018",Soyuz 2.1b/Fregat-M | GLONASS-M No.53S,StatusActive,,Success
236,MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Jun 12, 2018",H-IIA 202 | IGS Radar-6,StatusActive,"90.0 ",Success
237,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Jun 06, 2018",Soyuz FG | Soyuz MS-09 (55S),StatusRetired,,Success
238,CASC,"LC-2, Xichang Satellite Launch Center, China","Tue Jun 05, 2018",Long March 3A | Fengyun 2H,StatusActive,"69.7 ",Success
239,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Jun 04, 2018",Falcon 9 Block 4 | SES-12,StatusRetired,"62.0 ",Success
240,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Jun 02, 2018",Long March 2D | Gaofen 6 & Luojia 1,StatusActive,"29.75 ",Success
241,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Tue May 22, 2018",Falcon 9 Block 4 | Iridium-6 & GRACE-FO,StatusRetired,"62.0 ",Success
242,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Mon May 21, 2018",Antares 230 | CRS OA-9E,StatusRetired,"85.0 ",Success
243,CASC,"LC-3, Xichang Satellite Launch Center, China","Sun May 20, 2018","Long March 4C | Queqiao, Longjiang 1 & 2",StatusActive,"64.68 ",Success
244,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Fri May 11, 2018",Falcon 9 Block 5 | Bangabandhu-1,StatusActive,"50.0 ",Success
245,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue May 08, 2018",Long March 4C | Gaofen 5,StatusActive,"64.68 ",Success
246,ULA,"SLC-3E, Vandenberg AFB, California, USA","Sat May 05, 2018",Atlas V 401 | InSight,StatusActive,"109.0 ",Success
247,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu May 03, 2018",Long March 3B/E | Apstar 6C,StatusActive,"29.15 ",Success
248,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA","Sun Apr 29, 2018",New Shepard | NS-8,StatusActive,,Success
249,CASC,"Site 95, Jiuquan Satellite Launch Center, China","Thu Apr 26, 2018",Long March 11 | Zhuhai-1 2A to 2D,StatusActive,"5.3 ",Success
250,Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Wed Apr 25, 2018",Rokot/Briz KM | Sentinel-3B,StatusRetired,"41.8 ",Success
251,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Apr 18, 2018",Falcon 9 Block 4 | Transiting Exoplanet Survey Satellite (TESS),StatusRetired,"62.0 ",Success
252,VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan","Wed Apr 18, 2018",Proton-M/Briz-M | Blagovest-12L,StatusActive,"65.0 ",Success
253,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Sat Apr 14, 2018",Atlas V 551 | AFSPC-11,StatusActive,"153.0 ",Success
254,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Wed Apr 11, 2018",PSLV-XL | IRNSS-1I,StatusActive,"31.0 ",Success
255,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Tue Apr 10, 2018","Long March 4C | Yaogan 31 A, B, & C",StatusActive,"64.68 ",Success
256,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Apr 05, 2018",Ariane 5 ECA | Superbird-B3/DSN-1 & HYLAS-4,StatusActive,"200.0 ",Success
257,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Apr 02, 2018",Falcon 9 Block 4 | CRS-14,StatusRetired,"62.0 ",Success
258,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Sat Mar 31, 2018",Long March 4C | Gaofen-1 02-04,StatusActive,"64.68 ",Success
259,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Fri Mar 30, 2018",Falcon 9 Block 4 | Iridium-5,StatusRetired,"62.0 ",Success
260,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Mar 29, 2018",Long March 3B/YZ-1 | BeiDou-3 M9 & M10,StatusActive,,Success
261,Roscosmos,"Site 43/4, Plesetsk Cosmodrome, Russia","Thu Mar 29, 2018",Soyuz 2.1v | Cosmos 2525,StatusActive,,Success
262,ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India","Thu Mar 29, 2018",GSLV Mk II | GSAT-6A,StatusActive,"47.0 ",Success
263,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Wed Mar 21, 2018",Soyuz FG | Soyuz MS-08 (54S),StatusRetired,,Success
264,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Mar 17, 2018",Long March 2D | LKW-4,StatusActive,"29.75 ",Success
265,Arianespace,"ELS, Guiana Space Centre, French Guiana, France","Fri Mar 09, 2018",Soyuz ST-B/Fregat-MT | O3b FM13-FM16,StatusActive,,Success
266,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Tue Mar 06, 2018",Falcon 9 Block 4 | Hispasat 30W-6,StatusRetired,"62.0 ",Success
267,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Thu Mar 01, 2018",Atlas V 541 | GOES-S (GOES-17),StatusActive,"145.0 ",Success
268,MHI,"LA-Y1, Tanegashima Space Center, Japan","Tue Feb 27, 2018",H-IIA 202 | IGS-Optical 6,StatusActive,"90.0 ",Success
269,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Thu Feb 22, 2018","Falcon 9 Block 3 | PAZ & Tintin A, Tintin B",StatusRetired,"62.0 ",Success
270,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Tue Feb 13, 2018",Soyuz 2.1a | Progress MS-08 (69P),StatusActive,"48.5 ",Success
271,CASC,"LC-2, Xichang Satellite Launch Center, China","Mon Feb 12, 2018",Long March 3B/YZ-1 | BeiDou-3 M3 & M4,StatusActive,,Success
272,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Tue Feb 06, 2018",Falcon Heavy | Test Flight,StatusActive,"90.0 ",Success
273,JAXA,"Uchinoura Space Center, Japan","Sat Feb 03, 2018",SS-520 | Tricom-1R,StatusActive,,Success
274,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Fri Feb 02, 2018",Long March 2D | CSES & Rideshares,StatusActive,"29.75 ",Success
275,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia","Thu Feb 01, 2018",Soyuz 2.1a/Fregat-M | Kanopus-V No. 3-4 & Rideshares,StatusActive,"48.5 ",Success
276,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Wed Jan 31, 2018",Falcon 9 Block 3 | GovSat-1 / SES-16,StatusRetired,"62.0 ",Success
277,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Thu Jan 25, 2018",Ariane 5 ECA | SES-14/GOLD & Al Yah-3,StatusActive,"200.0 ",Partial Failure
278,CASC,"LC-3, Xichang Satellite Launch Center, China","Thu Jan 25, 2018","Long March 2C | Yaogan 30 J, K & L",StatusActive,"30.8 ",Success
279,Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand","Sun Jan 21, 2018",Electron/Curie | Still Testing,StatusActive,"7.5 ",Success
280,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Sat Jan 20, 2018",Atlas V 411 | SBIRS GEO-4,StatusActive,"115.0 ",Success
281,CASC,"Site 95, Jiuquan Satellite Launch Center, China","Fri Jan 19, 2018","Long March 11 | Jilin-1 07, 08 & Others",StatusActive,"5.3 ",Success
282,JAXA,"Mu Pad, Uchinoura Space Center, Japan","Wed Jan 17, 2018",Epsilon PBS | ASNARO 2,StatusActive,"39.0 ",Success
283,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Jan 13, 2018",Long March 2D | LKW-3,StatusActive,"29.75 ",Success
284,ULA,"SLC-6, Vandenberg AFB, California, USA","Fri Jan 12, 2018","Delta IV Medium+ (5,2) | NROL-47",StatusRetired,,Success
285,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Fri Jan 12, 2018",PSLV-XL | Cartosat-2F & Rideshares,StatusActive,"31.0 ",Success
286,CASC,"LC-2, Xichang Satellite Launch Center, China","Thu Jan 11, 2018",Long March 3B/YZ-1 | BeiDou-3 M7 & M8,StatusActive,,Success
287,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue Jan 09, 2018",Long March 2D | SuperView 03 & 04,StatusActive,"29.75 ",Success
288,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Mon Jan 08, 2018",Falcon 9 Block 4 | Zuma,StatusRetired,"62.0 ",Success
289,Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan","Tue Dec 26, 2017",Zenit-3 SLBF | AngoSat-1,StatusActive,,Success
290,CASC,"LC-3, Xichang Satellite Launch Center, China","Mon Dec 25, 2017","Long March 2C | Yaogan-30 G, H & I",StatusActive,"30.8 ",Success
291,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sat Dec 23, 2017",Long March 2D | LKW-2,StatusActive,"29.75 ",Success
292,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Sat Dec 23, 2017",Falcon 9 Block 3 | Iridium-4,StatusRetired,"62.0 ",Success
293,MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Dec 23, 2017",H-IIA 202 | GCOM-C & SLATS,StatusActive,"90.0 ",Success
294,Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan","Sun Dec 17, 2017",Soyuz FG | Soyuz MS-07 (53S),StatusRetired,,Success
295,Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA","Sun Dec 17, 2017",New Shepard | NS-7,StatusActive,,Success
296,SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA","Fri Dec 15, 2017",Falcon 9 Block 3 | CRS-13,StatusRetired,"62.0 ",Success
297,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Tue Dec 12, 2017",Ariane 5 ES | Galileo FOC FM15-FM18,StatusRetired,,Success
298,CASC,"LC-2, Xichang Satellite Launch Center, China","Sun Dec 10, 2017",Long March 3B/E | Alcomsat-1,StatusActive,"29.15 ",Success
299,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Sun Dec 03, 2017",Long March 2D | LKW-1,StatusActive,"29.75 ",Success
300,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Sat Dec 02, 2017",Soyuz 2.1b | Cosmos 2524,StatusActive,"35.0 ",Success
301,Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia","Tue Nov 28, 2017",Soyuz 2.1b/Fregat-M | Meteor-M No.2-1 & Rideshares,StatusActive,,Failure
302,CASC,"LC-3, Xichang Satellite Launch Center, China","Fri Nov 24, 2017","Long March 2C | Yaogan-30 D, E, & F",StatusActive,"30.8 ",Success
303,CASC,"LC-16, Taiyuan Satellite Launch Center, China","Tue Nov 21, 2017","Long March 6 | Jilin-1 Video 04, 05 & 06",StatusActive,,Success
304,ULA,"SLC-2W, Vandenberg AFB, California, USA","Sat Nov 18, 2017",Delta II 7920-10C | JPSS-1,StatusRetired,,Success
305,CASC,"LC-9, Taiyuan Satellite Launch Center, China","Tue Nov 14, 2017",Long March 4C | Fengyun 3D,StatusActive,"64.68 ",Success
306,Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA","Sun Nov 12, 2017",Antares 230 | CRS OA-8E,StatusRetired,"85.0 ",Success
307,Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France","Wed Nov 08, 2017",Vega | Mohammed VI-A,StatusActive,"37.0 ",Success
308,CASC,"LC-2, Xichang Satellite Launch Center, China","Sun Nov 05, 2017",Long March 3B/YZ-1 | BeiDou-3 M1 & M2,StatusActive,,Success
309,Northrop,"SLC-576E, Vandenberg AFB, California, USA","Tue Oct 31, 2017",Minotaur C (Taurus) | SkySat & Flock-3m,StatusActive,"45.0 ",Success
310,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Mon Oct 30, 2017",Falcon 9 Block 4 | Koreasat 5A,StatusRetired,"62.0 ",Success
311,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Sun Oct 15, 2017",Atlas V 421 | NROL-52,StatusActive,"123.0 ",Success
312,Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan","Sat Oct 14, 2017",Soyuz 2.1a | Progress MS-07 (68P),StatusActive,"48.5 ",Success
313,Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia","Fri Oct 13, 2017",Rokot/Briz KM | Sentinel-5P,StatusRetired,"41.8 ",Success
314,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Wed Oct 11, 2017",Falcon 9 Block 3 | SES-11 / EchoStar 105,StatusRetired,"62.0 ",Success
315,MHI,"LA-Y1, Tanegashima Space Center, Japan","Mon Oct 09, 2017",H-IIA 202 | QZS-4,StatusActive,"90.0 ",Success
316,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Mon Oct 09, 2017",Falcon 9 Block 4 | Iridium-3,StatusRetired,"62.0 ",Success
317,CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China","Mon Oct 09, 2017",Long March 2D | VRSS-2,StatusActive,"29.75 ",Success
318,Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France","Fri Sep 29, 2017","Ariane 5 ECA | Intelsat 37e, BSAT-4a",StatusActive,"200.0 ",Success
319,CASC,"LC-3, Xichang Satellite Launch Center, China","Fri Sep 29, 2017","Long March 2C | Yaogan-30 A, B & C",StatusActive,"30.8 ",Success
320,VKS RF,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Thu Sep 28, 2017",Proton-M/Briz-M | AsiaSat 9,StatusActive,"65.0 ",Success
321,ULA,"SLC-3E, Vandenberg AFB, California, USA","Sun Sep 24, 2017",Atlas V 541 | NROL-42,StatusActive,"145.0 ",Success
322,ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan","Mon Sep 11, 2017",Proton-M/Briz-M | Amazonas 5,StatusActive,"65.0 ",Success
323,SpaceX,"LC-39A, Kennedy Space Center, Florida, USA","Thu Sep 07, 2017",Falcon 9 Block 4 | OTV-5,StatusRetired,"62.0 ",Success
324,ISRO,"First Launch Pad, Satish Dhawan Space Centre, India","Thu Aug 31, 2017",PSLV-XL | IRNSS-1H,StatusActive,"31.0 ",Failure
325,Northrop,"SLC-46, Cape Canaveral AFS, Florida, USA","Fri Aug 25, 2017",Minotaur IV | ORS-5,StatusActive,"46.0 ",Success
326,SpaceX,"SLC-4E, Vandenberg AFB, California, USA","Thu Aug 24, 2017",Falcon 9 Block 3 | Formosat-5,StatusRetired,"62.0 ",Success
327,VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia","Tue Aug 22, 2017",Soyuz 2.1b/Fregat-M | GLONASS-M No.52S,StatusActive,,Success
328,MHI,"LA-Y1, Tanegashima Space Center, Japan","Sat Aug 19, 2017",H-IIA 204 | QZS-3,StatusActive,,Success
329,ULA,"SLC-41, Cape Canaveral AFS, Florida, USA","Fri Aug 18, 2017",Atlas V 401 | TDRS-M (TDRS-13),StatusActive,"109.0 ",Success
